,Country Name,Country Code,2017,2018,2019,2020,2021,2022,mean_gdp
213,Somalia,SOM,5609000000.0,5856000006.22021,6485000000.0,6883000000.0,7628000011.46357,8126105600.0,6764517602.947296
214,Serbia,SRB,44179075778.9267,50640662859.4987,51514242775.5241,53356484763.839,63082021205.9295,63501748652.2968,54379039339.33579
215,Sub-Saharan Africa (excluding high income),SSA,1704412183051.23,1772634125817.16,1821727380112.95,1712869841645.04,1925171173472.27,2045758612586.37,1830428886114.17
216,South Sudan,SSD,,,,,,,
217,Sub-Saharan Africa,SSF,1705941956337.72,1774221939062.45,1823372470680.0,1714053357042.69,1926457861345.46,2047347019065.53,1831899100588.9749
218,Small states,SST,482865468720.16,530086499061.063,522141646080.053,453727992926.427,540833833541.343,633046575611.157,527117002656.7005
219,Sao Tome and Principe,STP,375614126.193877,412253809.728799,427425039.684339,472551023.610419,526653790.670814,546680341.647274,460196355.25592035
220,Suriname,SUR,3591679371.03991,3996198760.32389,4016040575.08796,2911807496.20227,2984706243.65482,3620655116.22074,3520181260.4215984
221,Slovak Republic,SVK,95649966260.981,106137924015.591,105710052464.625,106728917483.033,118656591909.266,115468803971.543,108058709350.83984
222,Slovenia,SVN,48589100043.0958,54177882425.8421,54331588482.3048,53706800043.6833,61748586534.8672,62117768014.8563,55778620924.10825
223,Sweden,SWE,541018749769.097,555455371487.089,533879529188.454,547054174235.876,636856236396.239,585939170123.856,566700538533.4352
224,Eswatini,SWZ,4402969225.92165,4666598023.91856,4466214522.19539,3982236726.3678,4748702400.66283,4854167638.37388,4520148089.573352
225,Sint Maarten (Dutch part),SXM,1191620111.73184,1185474860.3352,1459776536.31285,1240279329.60894,1384636871.50838,1571564245.81006,1338891992.5512116
226,Seychelles,SYC,1529773286.49646,1587813245.28225,1645090567.04612,1183515397.64891,1286687873.18447,1588406479.15511,1470214474.80222
227,Syrian Arab Republic,SYR,16369724433.2751,21496337967.8677,22600896352.1266,11159274040.2708,,,17906558198.385048
228,Turks and Caicos Islands,TCA,1022365000.0,1113178000.0,1197415000.0,924583000.0,1044778790.0,1138808881.1,1073521445.1833334
229,Chad,TCD,10000394388.1158,11239167890.2816,11314951088.2451,10715396051.4388,11779981332.1599,12704149842.0373,11292340098.713083
230,East Asia & Pacific (IDA & IBRD countries),TEA,14858183903103.9,16619140999210.2,17185664986074.4,17465598594220.7,20811347144902.6,21162883158375.4,18017136464314.535
231,Europe & Central Asia (IDA & IBRD countries),TEC,3909150827560.03,4076336318031.97,4156449775997.6,3899326823730.17,4615367974096.26,5185102776173.97,4306955749265.0
232,Togo,TGO,6395472028.24361,7029217931.75029,6992656428.93581,7389329392.7704,8334047485.51396,8126439480.61302,7377860457.971183
233,Thailand,THA,456356812774.563,506754212432.991,543976695638.812,500457261548.076,505568057004.254,495340592811.188,501408938701.6473
234,Tajikistan,TJK,7536403146.68377,7765000282.29397,8300813889.63698,8133963813.3329,8937805347.13963,10492123387.7931,8527684977.813392
235,Turkmenistan,TKM,37926285714.2857,40765428571.4286,44220285714.2857,45610571428.5714,,,42130642857.14285
236,Latin America & the Caribbean (IDA & IBRD countries),TLA,5593216809529.63,5464428426578.1,5371331762438.8,4529215519228.92,5238233593531.77,5945540330771.45,5356994407013.112
237,Timor-Leste,TLS,1595724300.0,1563887900.0,2028551600.0,2158392500.0,3621222400.0,3163324631.03158,2355183888.5052633
238,Middle East & North Africa (IDA & IBRD countries),TMN,1460779778479.73,1383769733583.24,1391491110717.23,1269397606042.49,1488905605615.52,1657891406469.57,1442039206817.9631
239,Tonga,TON,460374252.206137,488906860.874058,512053639.842631,484796858.839009,469228124.153914,,483071947.1831497
240,South Asia (IDA & IBRD),TSA,3433883301221.75,3534209044993.87,3658004814522.01,3490012356687.83,4062783801939.27,4361631457999.02,3756754129560.625
241,Sub-Saharan Africa (IDA & IBRD countries),TSS,1705941956337.72,1774221939062.45,1823372470680.0,1714053357042.69,1926457861345.46,2047347019065.53,1831899100588.9749
242,Trinidad and Tobago,TTO,23797686961.8447,24322359037.409,23849557811.3959,21059428846.0153,24460196270.1157,27899082337.3688,24231385210.69157
243,Tunisia,TUN,42163530590.9462,42686509835.5287,41905637658.6053,42538462678.1201,46687298709.3541,46664948951.6571,43774398070.70192
244,Turkiye,TUR,858988578709.755,778476714087.962,759934804372.319,720288811761.915,819034484303.169,905987824096.127,807118536221.8745
245,Tuvalu,TUV,45276606.0014551,48015219.9526234,54123195.2727502,51746568.697119,60196366.8066821,60349391.0988033,53284557.97157218
246,Tanzania,TZA,53275968094.8533,57003686049.4102,61026765850.3054,66068737757.2651,70655628140.5826,75709289056.4457,63956679158.143715
247,Uganda,UGA,30744473839.7439,32927025621.3848,35348155092.292,37605430214.347,40510241365.9029,45559202048.7345,37115754697.06751
248,Ukraine,UKR,112090503817.399,130891086689.522,153883045524.931,156617719786.254,199765856764.501,160502739236.097,152291825303.11734
249,Upper middle income,UMC,22654892975159.0,24340482542310.2,24792971685094.9,23928189369748.5,28475143446764.0,30055338614864.1,25707836438990.113
250,Uruguay,URY,65006047680.3225,65203071110.6037,62048585618.505,53666908479.5585,61412268248.9461,71177146197.4951,63085671222.571815
251,United States,USA,19477336549000.0,20533057312000.0,21380976119000.0,21060473613000.0,23315080560000.0,25462700000000.0,21871604025500.0
252,Uzbekistan,UZB,62081322741.1228,52870108217.5626,60283503705.3907,60224701295.7983,69600614988.6039,80391853884.764,64242017472.207054
253,St. Vincent and the Grenadines,VCT,844039068.757533,884328180.526933,910765709.768752,869111852.751778,872226063.705504,948558503.126378,888171563.1061463
254,"Venezuela, RB",VEN,,,,,,,
255,British Virgin Islands,VGB,,,,,,,
256,Virgin Islands (U.S.),VIR,3794000000.0,3922000000.0,4117000000.0,4204000000.0,,,4009250000.0
257,Viet Nam,VNM,281353626107.245,310106472642.968,334365257920.289,346615750166.553,366137590717.804,408802379068.229,341230179437.18134
258,Vanuatu,VUT,880061830.96959,914736985.430944,936526267.622513,909421043.508407,971636097.850666,983582864.560796,932660848.3238193
259,World,WLD,81442048665487.8,86502223934428.3,87728102156402.9,85215150558552.1,96882397612409.2,100562011134034.0,89721989010219.05
260,Samoa,WSM,884844419.778891,878448439.453724,912950619.371868,868898350.356664,843850777.823854,832421565.372356,870235695.3595597
261,Kosovo,XKX,7180768692.26354,7878762812.20156,7899741278.93571,7717143395.25699,9412034299.23122,9429156201.95851,8252934446.641255
262,"Yemen, Rep.",YEM,26842231204.8047,21606161066.2074,,,,,24224196135.50605
263,South Africa,ZAF,381448814653.456,404158882459.024,388531226582.351,337619569570.511,419015636064.711,405869718462.343,389440641298.73267
264,Zambia,ZMB,25873601260.8353,26311506435.0598,23308667781.2258,18110638619.3723,22147649568.6121,29784454055.9391,24256086286.84073
265,Zimbabwe,ZWE,17584890936.6523,34156069918.0609,21832234925.5021,21509698406.1116,28371238665.5116,20678055597.7345,24022031408.262165
